hash	info_freq	info_long	info_complex	info_deal_complex	id	part	confidence	answer	correct	correctValue	time
fbffb27f38cdef792269745a077e0ab0	3	4	2	2	865	dec	4	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	672251
7c3bab277a950117bc7b2a781f0e1e9b	3	4	1	2	814	sim	4	b	b	1.71*cos(x)^4 + 4	194440
7c3bab277a950117bc7b2a781f0e1e9b	3	4	1	2	348	sim	3	b	d	-1.0	194440
7c3bab277a950117bc7b2a781f0e1e9b	3	4	1	2	308	sim	3	a	a	1.0	194440
7c3bab277a950117bc7b2a781f0e1e9b	3	4	1	2	264	sim	3	c	c	55.0	194440
7c3bab277a950117bc7b2a781f0e1e9b	3	4	1	2	720	dec	2	a	a	The function is defined on the whole interval	194440
7c3bab277a950117bc7b2a781f0e1e9b	3	4	1	2	4	dec	2	b	a	The function is defined on the whole interval	194440
7c3bab277a950117bc7b2a781f0e1e9b	3	4	1	2	789	dec	2	a	d	The function is never zero	194440
7c3bab277a950117bc7b2a781f0e1e9b	3	4	1	2	954	dec	2	b	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	194440
467cb0ea606c62188e4d27b74efd2f5a	3	4	2	2	371	sim	4	a	a	116.12	1037125
467cb0ea606c62188e4d27b74efd2f5a	3	4	2	2	499	sim	4	a	a	9.99	1037125
467cb0ea606c62188e4d27b74efd2f5a	3	4	2	2	363	sim	4	a	a	8.8	1037125
467cb0ea606c62188e4d27b74efd2f5a	3	4	2	2	871	sim	4	a	a	4.1	1037125
467cb0ea606c62188e4d27b74efd2f5a	3	4	2	2	258	dec	4	b	b	The function is never negative	1037125
467cb0ea606c62188e4d27b74efd2f5a	3	4	2	2	64	dec	4	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	1037125
467cb0ea606c62188e4d27b74efd2f5a	3	4	2	2	754	dec	4	d	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	1037125
467cb0ea606c62188e4d27b74efd2f5a	3	4	2	2	863	dec	4	d	d	The function is defined on the whole interval	1037125
b58ce3c5e20adeb1095e9b34176547ef	3	4	2	3	258	sim	4	d	d	6.0	603982
b58ce3c5e20adeb1095e9b34176547ef	3	4	2	3	883	sim	4	c	c	(x/(-x + 4))^0.5	603982
b58ce3c5e20adeb1095e9b34176547ef	3	4	2	3	335	sim	4	a	a	29.21	603982
b58ce3c5e20adeb1095e9b34176547ef	3	4	2	3	280	sim	4	a	a	14.0	603982
b58ce3c5e20adeb1095e9b34176547ef	3	4	2	3	748	dec	3	c	c	The function is defined on the whole interval	603982
b58ce3c5e20adeb1095e9b34176547ef	3	4	2	3	720	dec	3	a	a	The function is defined on the whole interval	603982
b58ce3c5e20adeb1095e9b34176547ef	3	4	2	3	916	dec	3	c	c	The function is defined on the whole interval	603982
b58ce3c5e20adeb1095e9b34176547ef	3	4	2	3	330	dec	3	d	d	The function is never zero	603982
e8372020a6dc5b8462f47c54164bd252	3	4	2	3	337	sim	4	c	c	10.84	501748
e8372020a6dc5b8462f47c54164bd252	3	4	2	3	75	sim	4	b	b	55.0	501748
e8372020a6dc5b8462f47c54164bd252	3	4	2	3	193	sim	4	a	a	137.41	501748
e8372020a6dc5b8462f47c54164bd252	3	4	2	3	429	sim	4	a	a	1.0	501748
e8372020a6dc5b8462f47c54164bd252	3	4	2	3	180	dec	4	c	c	The function is never negative	501748
e8372020a6dc5b8462f47c54164bd252	3	4	2	3	520	dec	3	a	b	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	501748
e8372020a6dc5b8462f47c54164bd252	3	4	2	3	930	dec	4	c	c	The function is never negative	501748
e8372020a6dc5b8462f47c54164bd252	3	4	2	3	538	dec	4	b	b	The function is defined on the whole interval	501748
ca9daa5988b1f9341856176438a55876	2	3	1	2	465	sim	3	b	b	2186.99	856843
ca9daa5988b1f9341856176438a55876	2	3	1	2	418	sim	3	d	d	-15.0	856843
ca9daa5988b1f9341856176438a55876	2	3	1	2	598	sim	3	d	d	-9524.0	856843
ca9daa5988b1f9341856176438a55876	2	3	1	2	152	sim	3	a	a	-6.01	856843
ca9daa5988b1f9341856176438a55876	2	3	1	2	937	dec	3	a	a	The function is defined on the whole interval	856843
ca9daa5988b1f9341856176438a55876	2	3	1	2	359	dec	3	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	856843
ca9daa5988b1f9341856176438a55876	2	3	1	2	164	dec	3	d	d	The function is zero at some point	856843
ca9daa5988b1f9341856176438a55876	2	3	1	2	416	dec	3	a	a	The function is never negative	856843
952e67c281917fb61377a6526b9ae392	2	4	2	2	326	sim	3	d	d	2 + 6/sin(x + 3.14)	696745
952e67c281917fb61377a6526b9ae392	2	4	2	2	701	sim	3	c	a	1.0	696745
952e67c281917fb61377a6526b9ae392	2	4	2	2	560	sim	2	c	b	1.0	696745
952e67c281917fb61377a6526b9ae392	2	4	2	2	384	sim	3	d	d	0.93	696745
952e67c281917fb61377a6526b9ae392	2	4	2	2	95	dec	2	d	d	The function is defined on the whole interval	696745
952e67c281917fb61377a6526b9ae392	2	4	2	2	923	dec	2	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	696745
952e67c281917fb61377a6526b9ae392	2	4	2	2	378	dec	3	d	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	696745
952e67c281917fb61377a6526b9ae392	2	4	2	2	349	dec	3	b	b	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	696745
6663cc44bdd239701446108ba240d598	3	4	2	2	632	sim	2	c	c	140.31	586086
6663cc44bdd239701446108ba240d598	3	4	2	2	974	sim	3	a	b	cos(x + 1.57) + 1/(8*x + 2)	586086
6663cc44bdd239701446108ba240d598	3	4	2	2	278	sim	3	b	b	-0.48	586086
6663cc44bdd239701446108ba240d598	3	4	2	2	843	sim	3	d	c	7 + 4/x	586086
6663cc44bdd239701446108ba240d598	3	4	2	2	830	dec	2	c	c	The function is never zero	586086
6663cc44bdd239701446108ba240d598	3	4	2	2	747	dec	1	a	a	The function is negative at some point	586086
6663cc44bdd239701446108ba240d598	3	4	2	2	493	dec	1	b	a	The function is defined on the whole interval	586086
6663cc44bdd239701446108ba240d598	3	4	2	2	190	dec	3	d	a	The function is defined on the whole interval	586086
abb9581864ec05103b61ef391137be7d	3	4	2	2	633	sim	3	c	c	1.0	668487
abb9581864ec05103b61ef391137be7d	3	4	2	2	928	sim	2	b	b	-8/sin(x - 3.14)	668487
abb9581864ec05103b61ef391137be7d	3	4	2	2	723	sim	3	a	a	0.77	668487
abb9581864ec05103b61ef391137be7d	3	4	2	2	101	sim	3	d	d	0.19	668487
abb9581864ec05103b61ef391137be7d	3	4	2	2	791	dec	4	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	668487
abb9581864ec05103b61ef391137be7d	3	4	2	2	363	dec	4	d	d	The function is never negative	668487
abb9581864ec05103b61ef391137be7d	3	4	2	2	472	dec	2	d	b	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	668487
abb9581864ec05103b61ef391137be7d	3	4	2	2	512	dec	2	d	b	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	668487
16cb4ce0924feeb472423f53a0e076e2	3	4	1	3	218	sim	3	a	a	12.4	509588
16cb4ce0924feeb472423f53a0e076e2	3	4	1	3	146	sim	3	c	c	-23.68	509588
16cb4ce0924feeb472423f53a0e076e2	3	4	1	3	381	sim	3	b	c	-297.25	509588
16cb4ce0924feeb472423f53a0e076e2	3	4	1	3	773	sim	2	b	b	cos(1.57*x)*cos(x + 3.14)	509588
16cb4ce0924feeb472423f53a0e076e2	3	4	1	3	661	dec	3	b	b	The function is defined on the whole interval	509588
16cb4ce0924feeb472423f53a0e076e2	3	4	1	3	480	dec	3	a	a	The function is never negative	509588
16cb4ce0924feeb472423f53a0e076e2	3	4	1	3	932	dec	3	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	509588
16cb4ce0924feeb472423f53a0e076e2	3	4	1	3	228	dec	3	d	d	The function is defined on the whole interval	509588
cfb594a0ca2eb79f79e081c2b270d591	2	1	2	2	791	sim	3	c	d	-cos(x + 3.14) + 8	404761
cfb594a0ca2eb79f79e081c2b270d591	2	1	2	2	133	sim	3	d	d	2541.76	404761
cfb594a0ca2eb79f79e081c2b270d591	2	1	2	2	901	sim	2	b	c	3*(-sin(x - 1.57))^0.5	404761
cfb594a0ca2eb79f79e081c2b270d591	2	1	2	2	770	sim	2	c	c	sin(x + 3.14) + cos(3.14*x)^3	404761
cfb594a0ca2eb79f79e081c2b270d591	2	1	2	2	840	dec	3	c	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	404761
cfb594a0ca2eb79f79e081c2b270d591	2	1	2	2	707	dec	3	a	c	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	404761
cfb594a0ca2eb79f79e081c2b270d591	2	1	2	2	634	dec	3	b	b	The function is never negative	404761
cfb594a0ca2eb79f79e081c2b270d591	2	1	2	2	473	dec	3	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	404761
4332f5f14eee1edb46697ecf39f50a87	3	2	1	2	173	sim	3	a	a	13.61	422731
4332f5f14eee1edb46697ecf39f50a87	3	2	1	2	724	sim	2	d	d	1.0	422731
4332f5f14eee1edb46697ecf39f50a87	3	2	1	2	913	sim	4	d	d	sin(x - 3.14)	422731
4332f5f14eee1edb46697ecf39f50a87	3	2	1	2	185	sim	4	d	d	13.56	422731
4332f5f14eee1edb46697ecf39f50a87	3	2	1	2	449	dec	3	d	d	The function is defined on the whole interval	422731
4332f5f14eee1edb46697ecf39f50a87	3	2	1	2	234	dec	3	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	422731
4332f5f14eee1edb46697ecf39f50a87	3	2	1	2	608	dec	3	c	a	The function is zero at some point	422731
4332f5f14eee1edb46697ecf39f50a87	3	2	1	2	595	dec	4	a	a	The function is defined on the whole interval	422731
fb114d0649bfe1c76e09eca3d204aa74	3	4	2	3	307	sim	4	c	c	5*x + 4	748115
fb114d0649bfe1c76e09eca3d204aa74	3	4	2	3	835	sim	3	d	d	cos(x - 3.14)^9	748115
fb114d0649bfe1c76e09eca3d204aa74	3	4	2	3	222	sim	3	a	a	-0.05	748115
fb114d0649bfe1c76e09eca3d204aa74	3	4	2	3	508	sim	3	c	c	36.0	748115
fb114d0649bfe1c76e09eca3d204aa74	3	4	2	3	96	dec	3	a	a	The function is never negative	748115
fb114d0649bfe1c76e09eca3d204aa74	3	4	2	3	262	dec	3	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	748115
fb114d0649bfe1c76e09eca3d204aa74	3	4	2	3	13	dec	3	d	d	The function is defined on the whole interval	748115
fb114d0649bfe1c76e09eca3d204aa74	3	4	2	3	49	dec	3	b	b	The function is defined on the whole interval	748115
b9d73ab06056a77885edfd241ba9d652	2	2	1	3	242	sim	3	a	a	1.71	556229
b9d73ab06056a77885edfd241ba9d652	2	2	1	3	259	sim	4	c	c	22.84	556229
b9d73ab06056a77885edfd241ba9d652	2	2	1	3	721	sim	4	a	a	1.0	556229
b9d73ab06056a77885edfd241ba9d652	2	2	1	3	915	sim	4	c	c	-sin(3.14*x)	556229
b9d73ab06056a77885edfd241ba9d652	2	2	1	3	18	dec	3	b	d	The function is defined on the whole interval	556229
b9d73ab06056a77885edfd241ba9d652	2	2	1	3	654	dec	3	d	b	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	556229
b9d73ab06056a77885edfd241ba9d652	2	2	1	3	181	dec	3	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	556229
b9d73ab06056a77885edfd241ba9d652	2	2	1	3	227	dec	3	b	b	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	556229
772b889520b5516a75aab87329f6b342	3	4	3	2	845	sim	4	a	a	sin(3.14*x) + sin(x - 1.57) + 9	449746
772b889520b5516a75aab87329f6b342	3	4	3	2	783	sim	4	d	d	sin(1.57*x)	449746
772b889520b5516a75aab87329f6b342	3	4	3	2	697	sim	4	c	c	3.3	449746
772b889520b5516a75aab87329f6b342	3	4	3	2	955	sim	4	b	b	-cos(x - 1.57) + 2	449746
772b889520b5516a75aab87329f6b342	3	4	3	2	661	dec	4	b	b	The function is defined on the whole interval	449746
772b889520b5516a75aab87329f6b342	3	4	3	2	767	dec	4	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	449746
772b889520b5516a75aab87329f6b342	3	4	3	2	881	dec	4	c	c	The function is defined on the whole interval	449746
772b889520b5516a75aab87329f6b342	3	4	3	2	741	dec	2	d	d	The function is defined on the whole interval	449746
3e694b89f3aec388d400e2f24743fd39	3	1	2	3	680	sim	1	a	b	-1.0	330491
3e694b89f3aec388d400e2f24743fd39	3	1	2	3	385	sim	2	b	b	4.95	330491
3e694b89f3aec388d400e2f24743fd39	3	1	2	3	251	sim	1	a	a	-27.0	330491
3e694b89f3aec388d400e2f24743fd39	3	1	2	3	990	sim	3	b	b	cos(3.14*x) + 7	330491
3e694b89f3aec388d400e2f24743fd39	3	1	2	3	987	dec	2	d	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	330491
3e694b89f3aec388d400e2f24743fd39	3	1	2	3	509	dec	2	c	c	The function is defined on the whole interval	330491
3e694b89f3aec388d400e2f24743fd39	3	1	2	3	221	dec	2	d	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	330491
3e694b89f3aec388d400e2f24743fd39	3	1	2	3	129	dec	1	b	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	330491
1f1cbaf2327acad3dea777f73d4b7700	3	3	2	3	34	sim	4	b	b	1310.01	645436
1f1cbaf2327acad3dea777f73d4b7700	3	3	2	3	460	sim	4	d	d	3.0	645436
1f1cbaf2327acad3dea777f73d4b7700	3	3	2	3	589	sim	4	c	c	7.0	645436
1f1cbaf2327acad3dea777f73d4b7700	3	3	2	3	541	sim	4	c	c	15.03	645436
1f1cbaf2327acad3dea777f73d4b7700	3	3	2	3	30	dec	4	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	645436
1f1cbaf2327acad3dea777f73d4b7700	3	3	2	3	496	dec	4	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	645436
1f1cbaf2327acad3dea777f73d4b7700	3	3	2	3	864	dec	4	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	645436
1f1cbaf2327acad3dea777f73d4b7700	3	3	2	3	580	dec	3	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> but not always defined	645436
cf1774f57c195c54b0688832a07ae9df	3	4	2	3	831	sim	4	a	a	cos(x + 1.57) + 4	349596
cf1774f57c195c54b0688832a07ae9df	3	4	2	3	981	sim	4	b	b	0^(sin(x + 1.57) + 6) + cos(x - 1.57)	349596
cf1774f57c195c54b0688832a07ae9df	3	4	2	3	359	sim	4	c	c	9.03	349596
cf1774f57c195c54b0688832a07ae9df	3	4	2	3	392	sim	2	c	d	-1.0	349596
cf1774f57c195c54b0688832a07ae9df	3	4	2	3	474	dec	4	a	a	The function is defined on the whole interval	349596
cf1774f57c195c54b0688832a07ae9df	3	4	2	3	605	dec	4	b	a	The function is zero at some point	349596
cf1774f57c195c54b0688832a07ae9df	3	4	2	3	963	dec	4	c	c	The function is zero at some point	349596
cf1774f57c195c54b0688832a07ae9df	3	4	2	3	809	dec	4	c	c	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	349596
c8b0616606cfb709e03f87e6fee4f4ea	3	4	3	3	873	sim	4	a	a	-x^3	493691
c8b0616606cfb709e03f87e6fee4f4ea	3	4	3	3	449	sim	3	b	b	15.0	493691
c8b0616606cfb709e03f87e6fee4f4ea	3	4	3	3	349	sim	4	c	d	9.0	493691
c8b0616606cfb709e03f87e6fee4f4ea	3	4	3	3	947	sim	3	a	a	(x + 4)^0.5	493691
c8b0616606cfb709e03f87e6fee4f4ea	3	4	3	3	45	dec	2	d	d	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	493691
c8b0616606cfb709e03f87e6fee4f4ea	3	4	3	3	795	dec	2	a	a	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	493691
c8b0616606cfb709e03f87e6fee4f4ea	3	4	3	3	281	dec	3	b	b	The function is <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span>	493691
c8b0616606cfb709e03f87e6fee4f4ea	3	4	3	3	996	dec	4	c	c	The function is negative at some point	493691
fec71d1dab2e506acca38a37a559221e	1	1	1	1	88	sim	3	a	a	61.86	2212919
fec71d1dab2e506acca38a37a559221e	1	1	1	1	659	sim	2	a	a	-13.44	2212919
fec71d1dab2e506acca38a37a559221e	1	1	1	1	418	sim	3	d	d	-15.0	2212919
fec71d1dab2e506acca38a37a559221e	1	1	1	1	195	sim	2	a	b	1258.49	2212919
fec71d1dab2e506acca38a37a559221e	1	1	1	1	790	dec	1	c	c	The function is defined on the whole interval	2212919
fec71d1dab2e506acca38a37a559221e	1	1	1	1	558	dec	1	c	a	The function is defined on the whole interval	2212919
fec71d1dab2e506acca38a37a559221e	1	1	1	1	449	dec	1	a	d	The function is defined on the whole interval	2212919
fec71d1dab2e506acca38a37a559221e	1	1	1	1	779	dec	1	b	a	The function is not <span class="_tooltip">bounded<span class="_tooltiptext">In mathematics, a function f defined on some set X with real or complex values is called bounded if the set of its values is bounded. In other words, there exists a real number M such that |f(x)|≤M for all x in X.</span></span> and not always defined	2212919
7db502a0a8e3a593ee2953c69f90bdfc	3	4	2	3	324	sim	3	a	a	0.02	659601
7db502a0a8e3a593ee2953c69f90bdfc	3	4	2	3	242	sim	3	a	a	1.71	659601
7db502a0a8e3a593ee2953c69f90bdfc	3	4	2	3	487	sim	3	b	b	-2178.09	659601
